Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N
DeathTakesAHoliday,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeathTrap,0.38596491228070173,0.0,0.40350877192982454,0.03508771929824561,0.0,0.40350877192982454,0.12280701754385964,0.017543859649122806,0.14035087719298245,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,0.24561403508771928,0.017543859649122806,0.017543859649122806,0.14035087719298245,0.0,0.07017543859649122,0.12280701754385964,0.05263157894736842,0.0,0.22807017543859648,0.017543859649122806,0.0,0.0
DeathTropes,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DeathWail,0.35714285714285715,0.0,0.5,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.6428571428571429,0.07142857142857142,0.2857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
DeathWorld,0.5652173913043478,0.0,0.6521739130434783,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.17391304347826086,0.043478260869565216,0.13043478260869565,0.0,0.0,0.043478260869565216,0.21739130434782608,0.0,0.0,0.08695652173913043,0.0,0.0,0.5652173913043478,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0
DeathbedConfession,0.4166666666666667,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0
DeathbringerTheAdorable,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeathbyIrony,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeathlyPallor,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeathsHourglass,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
Deathtrap,0.6,0.0,0.4,0.0,0.0,0.8,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
DebateAndSwitch,0.375,0.0,0.375,0.0,0.0,0.125,0.125,0.0,0.625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0
DeborahKerr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebtDetester,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebutQueue,0.3333333333333333,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
DecadeDissonance,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DecadeThemedFilter,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DecadentCourt,0.4,0.0,0.4,0.0,0.6,0.2,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DecapitatedArmy,0.5909090909090909,0.0,0.5,0.0,0.09090909090909091,0.13636363636363635,0.22727272727272727,0.0,0.3181818181818182,0.045454545454545456,0.2727272727272727,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.13636363636363635,0.045454545454545456,0.0,0.0
DecapitationPresentation,0.4393939393939394,0.0,0.22727272727272727,0.0,0.06060606060606061,0.15151515151515152,0.12121212121212122,0.045454545454545456,0.36363636363636365,0.030303030303030304,0.16666666666666666,0.0,0.0,0.09090909090909091,0.3787878787878788,0.015151515151515152,0.0,0.09090909090909091,0.0,0.015151515151515152,0.10606060606060606,0.015151515151515152,0.0,0.16666666666666666,0.030303030303030304,0.0,0.0
DecapitationRequired,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
DecapitationStrike,0.45454545454545453,0.0,0.45454545454545453,0.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0
DeceasedFallGuyGambit,0.4444444444444444,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222,0.5555555555555556,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.05555555555555555,0.0,0.0
DeceasedParentsAreTheBest,0.23684210526315788,0.0,0.2894736842105263,0.02631578947368421,0.0,0.42105263157894735,0.13157894736842105,0.0,0.5263157894736842,0.21052631578947367,0.13157894736842105,0.02631578947368421,0.0,0.0,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.02631578947368421,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0
DecemberDecemberRomance,0.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.5238095238095238,0.14285714285714285,0.0,0.7619047619047619,0.09523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0
DeceptionNoncompliance,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
DeceptiveDisciple,0.5454545454545454,0.0,0.5454545454545454,0.0,0.0,0.36363636363636365,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0
DeceptiveLegacy,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
DeceptivelyHumanRobot,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DeceptivelyHumanRobots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DeceptivelySillyTitle,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0
DeceptivelySimpleDemonstration,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
DecidedByOneVote,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
DecisionDarts,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DecisiveBattle,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0
DeclarationOfPersonalIndependence,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
DeclarationOfProtection,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
DeclarativeFinger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DecliningPromotion,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DecompositeCharacter,0.5147058823529411,0.0,0.5441176470588235,0.029411764705882353,0.04411764705882353,0.29411764705882354,0.08823529411764706,0.0,0.35294117647058826,0.17647058823529413,0.1323529411764706,0.014705882352941176,0.0,0.0,0.1323529411764706,0.014705882352941176,0.014705882352941176,0.07352941176470588,0.0,0.058823529411764705,0.22058823529411764,0.0,0.0,0.11764705882352941,0.014705882352941176,0.014705882352941176,0.0
DeconReconSwitch,0.5217391304347826,0.0,0.34782608695652173,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.1956521739130435,0.0,0.30434782608695654,0.06521739130434782,0.17391304347826086,0.0,0.0,0.06521739130434782,0.06521739130434782,0.0,0.0,0.043478260869565216,0.0,0.15217391304347827,0.15217391304347827,0.0,0.0,0.17391304347826086,0.021739130434782608,0.021739130434782608,0.0
DeconfirmedBachelor,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Deconstruct,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Deconstructed,0.2878787878787879,0.0,0.22727272727272727,0.0,0.015151515151515152,0.30303030303030304,0.25757575757575757,0.015151515151515152,0.5606060606060606,0.015151515151515152,0.045454545454545456,0.015151515151515152,0.0,0.045454545454545456,0.07575757575757576,0.0,0.0,0.09090909090909091,0.0,0.19696969696969696,0.19696969696969696,0.0,0.0,0.22727272727272727,0.015151515151515152,0.0,0.0
DeconstructedCharacterArchetype,0.21739130434782608,0.0,0.17391304347826086,0.0,0.043478260869565216,0.30434782608695654,0.21739130434782608,0.0,0.5652173913043478,0.0,0.08695652173913043,0.0,0.0,0.0,0.17391304347826086,0.0,0.043478260869565216,0.043478260869565216,0.0,0.17391304347826086,0.2608695652173913,0.0,0.0,0.2608695652173913,0.0,0.043478260869565216,0.0
DeconstructedTrope,0.2542372881355932,0.0,0.1440677966101695,0.00847457627118644,0.03389830508474576,0.288135593220339,0.2542372881355932,0.025423728813559324,0.5932203389830508,0.025423728813559324,0.06779661016949153,0.00847457627118644,0.0,0.01694915254237288,0.06779661016949153,0.059322033898305086,0.01694915254237288,0.09322033898305085,0.0,0.17796610169491525,0.1016949152542373,0.025423728813559324,0.03389830508474576,0.211864406779661,0.025423728813559324,0.025423728813559324,0.0
Deconstructedtrope,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deconstruction,0.2540322580645161,0.0,0.1935483870967742,0.004032258064516129,0.056451612903225805,0.31451612903225806,0.2056451612903226,0.004032258064516129,0.5887096774193549,0.04032258064516129,0.09274193548387097,0.016129032258064516,0.0,0.036290322580645164,0.08064516129032258,0.020161290322580645,0.020161290322580645,0.08870967741935484,0.0,0.14112903225806453,0.12903225806451613,0.012096774193548387,0.016129032258064516,0.14516129032258066,0.036290322580645164,0.056451612903225805,0.0
DeconstructionCrossover,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeconstructionFic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DeconstructiveParody,0.27450980392156865,0.0,0.1568627450980392,0.0,0.0,0.8627450980392157,0.29411764705882354,0.0,0.11764705882352941,0.0392156862745098,0.11764705882352941,0.0,0.0,0.0,0.17647058823529413,0.0196078431372549,0.0196078431372549,0.11764705882352941,0.0,0.0784313725490196,0.0784313725490196,0.0,0.0196078431372549,0.058823529411764705,0.0,0.0392156862745098,0.0
DeconstructorFleet,0.3076923076923077,0.0,0.34615384615384615,0.0,0.0,0.46153846153846156,0.11538461538461539,0.0,0.23076923076923078,0.07692307692307693,0.11538461538461539,0.0,0.0,0.038461538461538464,0.19230769230769232,0.0,0.0,0.0,0.0,0.038461538461538464,0.15384615384615385,0.0,0.0,0.19230769230769232,0.0,0.07692307692307693,0.0
DecontaminationChamber,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
DecontaminationShower,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DecoyAntagonist,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
DecoyConvoy,0.75,0.0,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.625,0.0,0.0,0.0
DecoyDamsel,0.5,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.4,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0
DecoyGetaway,0.6,0.0,0.7,0.0,0.0,0.2,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,0.0,0.0,0.3,0.0,0.0,0.0
DecoyHidingPlace,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0
DecoyLeader,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
DecoyProtagonist,0.23773584905660378,0.0,0.15849056603773584,0.0,0.026415094339622643,0.21132075471698114,0.20754716981132076,0.0,0.38113207547169814,0.04905660377358491,0.1018867924528302,0.0037735849056603774,0.0,0.022641509433962263,0.39622641509433965,0.0037735849056603774,0.007547169811320755,0.1509433962264151,0.0,0.026415094339622643,0.12830188679245283,0.007547169811320755,0.01509433962264151,0.28679245283018867,0.026415094339622643,0.018867924528301886,0.0
Dedication,0.2894736842105263,0.0,0.4473684210526316,0.05263157894736842,0.05263157894736842,0.4473684210526316,0.13157894736842105,0.05263157894736842,0.42105263157894735,0.13157894736842105,0.05263157894736842,0.0,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.0,0.07894736842105263,0.10526315789473684,0.0,0.0,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.0
DeepCoverAgent,0.5,0.0,0.22727272727272727,0.0,0.0,0.18181818181818182,0.3181818181818182,0.0,0.5454545454545454,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.045454545454545456,0.0,0.0,0.45454545454545453,0.045454545454545456,0.0,0.0
DeepFriedWhatever,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
DeepImmersionGaming,0.4,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
DeepSleep,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
DeepSouth,0.19230769230769232,0.0,0.1282051282051282,0.0,0.038461538461538464,0.24358974358974358,0.19230769230769232,0.01282051282051282,0.5769230769230769,0.01282051282051282,0.0641025641025641,0.01282051282051282,0.0,0.01282051282051282,0.20512820512820512,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0641025641025641,0.10256410256410256,0.0,0.038461538461538464,0.19230769230769232,0.038461538461538464,0.01282051282051282,0.0
DeerInTheHeadLights,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeerInTheHeadlights,0.25,0.0,0.1875,0.0,0.0,0.25,0.1875,0.0,0.3125,0.0625,0.1875,0.0,0.0,0.0,0.25,0.0625,0.0,0.0625,0.0,0.0,0.3125,0.0,0.0,0.25,0.0,0.0,0.0
DeerintheHeadlights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DefaceOfTheMoon,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
DefacementInsult,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DefangedHorrors,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
DefaultToGood,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0
DefconFive,0.375,0.0,0.125,0.125,0.0,0.375,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.625,0.0,0.0,0.0
DefeatAsBackstory,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
DefeatByModesty,0.375,0.0,0.25,0.0,0.0,0.875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0
DefeatEqualsExplosion,0.6666666666666666,0.0,0.5,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0
DefeatEqualsFriendship,0.4166666666666667,0.0,0.3333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.0,0.5833333333333334,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
DefeatMeansExplosion,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DefeatMeansFriendship,0.38202247191011235,0.0,0.39325842696629215,0.011235955056179775,0.0898876404494382,0.3595505617977528,0.06741573033707865,0.02247191011235955,0.5168539325842697,0.14606741573033707,0.0898876404494382,0.0,0.0,0.0449438202247191,0.011235955056179775,0.056179775280898875,0.011235955056179775,0.011235955056179775,0.0,0.12359550561797752,0.07865168539325842,0.011235955056179775,0.11235955056179775,0.02247191011235955,0.0449438202247191,0.02247191011235955,0.0
DefeatMeansRespect,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
DefeatingTheUndefeatable,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
DefectingForLove,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
DefectiveDetective,0.2857142857142857,0.0,0.0,0.0,0.047619047619047616,0.23809523809523808,0.8571428571428571,0.0,0.5238095238095238,0.0,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.42857142857142855,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
DefectorFromCommieLand,0.3333333333333333,0.0,0.4166666666666667,0.0,0.0,0.25,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
DefectorFromDecadence,0.3695652173913043,0.021739130434782608,0.3695652173913043,0.021739130434782608,0.10869565217391304,0.13043478260869565,0.15217391304347827,0.0,0.4782608695652174,0.043478260869565216,0.13043478260869565,0.0,0.0,0.10869565217391304,0.06521739130434782,0.021739130434782608,0.0,0.021739130434782608,0.0,0.08695652173913043,0.1956521739130435,0.0,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.0,0.0
DefectorFromParadise,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
DefenceMechanismSuperpower,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DefendsAgainstTheirOwnKind,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DefenestrateAndBerate,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DefenestrateandBerate,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DefenselessTransports,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DefensiveFailure,0.3333333333333333,0.0,0.4166666666666667,0.0,0.08333333333333333,0.16666666666666666,0.5,0.0,0.25,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0
